361,Beijing 2008,4,0,1,1
362,Tokyo 2020,1,0,0,0
363,Beijing 2008,3,0,0,0
364,Tokyo 2020,,0,0,0
365,Rio 2016,2,0,0,0
366,Atlanta 1996,6,0,0,0
367,Tokyo 2020,,0,0,0
368,Rio 2016,3,0,0,0
369,Rio 2016,2,0,0,1
370,London 2012,3,1,1,0
371,London 2012,3,0,1,0
372,Rio 2016,2,0,0,0
373,Rio 2016,2,2,0,0
374,Tokyo 2020,,0,0,0
375,Beijing 2008,4,0,0,1
376,Tokyo 2020,,0,0,0
377,Tokyo 2020,,0,0,0
378,Rio 2016,2,0,0,0
379,Rio 2016,2,0,0,0
380,London 2012,2,0,0,0
381,Tokyo 2020,,0,0,0
382,Tokyo 2020,,0,0,0
383,Rio 2016,2,0,0,0
384,Tokyo 2020,,0,0,0
385,Tokyo 2020,1,0,0,0
386,Tokyo 2020,,0,0,0
387,Tokyo 2020,,0,0,0
388,Tokyo 2020,,0,0,0
389,Beijing 2008,5,0,0,2
390,Tokyo 2020,,0,0,0
391,London 2012,3,2,0,1
392,Rio 2016,2,2,0,0
393,Tokyo 2020,,0,0,0
394,London 2012,3,0,0,0
395,Tokyo 2020,,0,0,0
396,Tokyo 2020,,0,0,0
397,Rio 2016,2,0,0,0
398,Tokyo 2020,,0,0,0
399,Tokyo 2020,,0,0,0
400,Tokyo 2020,,0,0,0
401,Tokyo 2020,,0,0,0
402,Rio 2016,2,0,0,0
403,Tokyo 2020,,0,0,0
404,Tokyo 2020,1,0,0,0
405,Rio 2016,3,0,0,0
406,Rio 2016,2,0,0,0
407,Tokyo 2020,,0,0,0
408,London 2012,3,0,0,0
409,Tokyo 2020,,0,0,0
410,Tokyo 2020,,0,0,0
411,Tokyo 2020,,0,0,0
412,Tokyo 2020,,0,0,0
413,Rio 2016,2,0,0,0
414,Tokyo 2020,,0,0,0
415,Tokyo 2020,,0,0,0
416,Tokyo 2020,,0,0,0
417,Athens 2004,4,0,0,0
418,Tokyo 2020,,0,0,0
419,Tokyo 2020,,0,0,0
420,Tokyo 2020,,0,0,0
421,Tokyo 2020,,0,0,0
422,Rio 2016,2,0,0,0
423,Tokyo 2020,,0,0,0
424,Tokyo 2020,,0,0,0
425,Rio 2016,2,0,0,0
426,Tokyo 2020,,0,0,0
427,Tokyo 2020,,0,0,0
428,London 2012,4,0,1,0
429,Beijing 2008,4,0,0,3
430,Tokyo 2020,,0,0,0
431,Tokyo 2020,,0,0,0
432,Tokyo 2020,,0,0,0
433,Rio 2016,2,0,0,0
434,Tokyo 2020,,0,0,0
435,Rio 2016,2,0,0,0
436,Sydney 2000,5,0,0,0
437,Beijing 2008,5,0,1,1
438,Tokyo 2020,,0,0,0
439,Rio 2016,3,0,0,0
440,Tokyo 2020,,0,0,0
441,Tokyo 2020,,0,0,0
442,Tokyo 2020,,0,0,0
443,Tokyo 2020,,0,0,0
444,Beijing 2008,4,0,0,0
445,Tokyo 2020,,0,0,0
446,Tokyo 2020,,0,0,0
447,Tokyo 2020,,0,0,0
448,Tokyo 2020,,0,0,0
449,Rio 2016,3,0,0,0
450,London 2012,3,0,1,0
451,Tokyo 2020,,0,0,0
452,Rio 2016,2,0,0,0
453,Rio 2016,2,0,0,0
454,Tokyo 2020,,0,0,0
455,Tokyo 2020,,0,0,0
456,Tokyo 2020,,0,0,0
457,Tokyo 2020,,0,0,0
458,Beijing 2008,4,0,1,0
459,London 2012,3,0,0,0
460,Tokyo 2020,,0,0,0
461,Tokyo 2020,,0,0,0
462,Tokyo 2020,,0,0,0
463,Tokyo 2020,,0,0,0
464,Tokyo 2020,,0,0,0
465,Tokyo 2020,,0,0,0
466,Tokyo 2020,,0,0,0
467,Tokyo 2020,,0,0,0
468,Tokyo 2020,,0,0,0
469,London 2012,3,0,0,0
470,Tokyo 2020,1,0,0,0
471,London 2012,4,0,1,0
472,Tokyo 2020,,0,0,0
473,Tokyo 2020,,0,0,0
474,Tokyo 2020,,0,0,0
475,Tokyo 2020,,0,0,0
476,Tokyo 2020,,0,0,0
477,Tokyo 2020,,0,0,0
478,Tokyo 2020,,0,0,0
479,Rio 2016,2,0,0,0
480,Rio 2016,3,0,0,0
481,Tokyo 2020,,0,0,0
482,Rio 2016,2,0,0,0
483,Tokyo 2020,,0,0,0
484,Tokyo 2020,,0,0,0
485,London 2012,2,0,0,0
486,Tokyo 2020,,0,0,0
487,London 2012,3,0,0,0
488,Beijing 2008,3,0,0,0
489,Rio 2016,2,0,0,0
490,Tokyo 2020,,0,0,0
491,London 2012,2,0,0,0
492,London 2012,3,0,0,1
493,Tokyo 2020,,0,0,0
494,Tokyo 2020,,0,0,0
495,Rio 2016,2,0,0,0
496,Tokyo 2020,,0,0,0
497,Tokyo 2020,,0,0,0
498,Tokyo 2020,,0,0,0
499,Tokyo 2020,,0,0,0
500,Tokyo 2020,,0,0,0
501,Tokyo 2020,,0,0,0
502,Tokyo 2020,,0,0,0
503,Tokyo 2020,,0,0,0
504,Tokyo 2020,,0,0,0
505,Tokyo 2020,,0,0,0
506,Tokyo 2020,1,0,0,0
507,Tokyo 2020,,0,0,0
508,Tokyo 2020,,0,0,0
509,Tokyo 2020,,0,0,0
510,Tokyo 2020,,0,0,0
511,Tokyo 2020,,0,0,0
512,Tokyo 2020,,0,0,0
513,Tokyo 2020,,0,0,0
514,Tokyo 2020,,0,0,0
515,Tokyo 2020,,0,0,0
516,Tokyo 2020,,0,0,0
517,Tokyo 2020,,0,0,0
518,Tokyo 2020,,0,0,0
519,Tokyo 2020,,0,0,0
520,Tokyo 2020,,0,0,0
521,Tokyo 2020,,0,0,0
522,Tokyo 2020,,0,0,0
523,Tokyo 2020,,0,0,0
524,Tokyo 2020,,0,0,0
525,Tokyo 2020,,0,0,0
526,Tokyo 2020,,0,0,0
527,Tokyo 2020,,0,0,0
528,Tokyo 2020,,0,0,0
529,Tokyo 2020,,0,0,0
530,Tokyo 2020,,0,0,0
531,Tokyo 2020,,0,0,0
532,Beijing 2008,4,0,0,0
533,Rio 2016,2,0,0,0
534,Tokyo 2020,,0,0,0
535,Tokyo 2020,1,0,0,0
536,London 2012,3,3,0,0
537,Tokyo 2020,,0,0,0
538,Tokyo 2020,,0,0,0
539,Rio 2016,3,0,2,1
540,Tokyo 2020,,0,0,0
541,London 2012,2,0,0,0
542,Tokyo 2020,,0,0,0
543,Tokyo 2020,,0,0,0
544,Tokyo 2020,,0,0,0
545,Tokyo 2020,,0,0,0
546,Tokyo 2020,,0,0,0
547,Tokyo 2020,,0,0,0
548,Tokyo 2020,,0,0,0
549,Tokyo 2020,1,0,0,0
550,Tokyo 2020,,0,0,0
551,Rio 2016,2,0,0,0
552,Tokyo 2020,,0,0,0
553,Tokyo 2020,,0,0,0
554,Tokyo 2020,1,0,0,0
555,Tokyo 2020,,0,0,0
556,Rio 2016,2,0,0,0
557,Rio 2016,2,0,0,1
558,Rio 2016,2,0,0,0
559,Tokyo 2020,,0,0,0
560,Tokyo 2020,,0,0,0
561,Tokyo 2020,,0,0,0
562,Beijing 2008,4,1,0,1
563,Tokyo 2020,,0,0,0
564,London 2012,3,0,1,2
565,Tokyo 2020,1,0,0,0
566,Tokyo 2020,,0,0,0
567,Rio 2016,2,0,0,0
568,Tokyo 2020,,0,0,0
569,Tokyo 2020,,0,0,0
570,London 2012,2,0,0,0
571,Rio 2016,2,0,0,0
572,Tokyo 2020,,0,0,0
573,Tokyo 2020,1,0,0,0
574,Tokyo 2020,,0,0,0
575,Tokyo 2020,,0,0,0
576,Rio 2016,2,0,0,1
577,Tokyo 2020,,0,0,0
578,Tokyo 2020,,0,0,1
579,Tokyo 2020,,0,0,1
580,Tokyo 2020,,0,0,0
581,Tokyo 2020,,0,0,0
582,Tokyo 2020,,0,0,0
583,Tokyo 2020,,0,0,0
584,Rio 2016,2,0,0,0
585,Rio 2016,2,0,0,0
586,Tokyo 2020,,0,0,0
587,Tokyo 2020,,0,0,0
588,Rio 2016,2,0,0,0
589,Tokyo 2020,,0,0,0
590,Tokyo 2020,,0,0,0
591,Beijing 2008,3,0,0,0
592,London 2012,2,0,0,0
593,Tokyo 2020,,0,0,0
594,Tokyo 2020,,0,0,0
595,Tokyo 2020,,0,0,0
596,Tokyo 2020,,0,0,0
597,London 2012,3,0,1,0
598,Tokyo 2020,,0,0,0
599,Rio 2016,2,0,1,0
600,Tokyo 2020,,0,0,0
601,Rio 2016,2,0,0,0
