6018,78
6019,80
6020,159
6020,160
6021,77
6022,159
6022,160
6023,159
6023,160
6024,79
6024,80
6025,22
6026,79
6027,165
6028,212
6029,166
6030,78
6031,165
6032,212
6033,302
6034,160
6035,159
6035,160
6036,22
6036,23
6037,302
6037,303
6038,79
6038,80
6039,166
6040,165
6040,166
6041,164
6042,165
6043,22
6044,79
6044,80
6045,22
6045,23
6046,22
6046,23
6047,165
6048,166
6049,302
6050,164
6051,79
6051,80
6052,79
6052,80
6053,79
6054,79
6055,163
6056,164
6057,22
6058,22
6058,23
6059,302
6060,163
6061,22
6062,163
6062,164
6063,79
6064,165
6065,79
6065,80
6066,22
6067,22
6067,23
6068,160
6069,79
6070,159
6071,159
6071,160
6072,23
6073,22
6073,23
6074,78
6075,78
6076,79
6076,80
6077,79
6077,80
6078,166
6079,165
6080,165
6081,79
6081,80
6082,79
6082,80
6083,22
6084,79
6084,80
6085,77
6086,22
6086,23
6087,22
6088,79
6089,165
6090,22
6090,23
6091,22
6092,163
6092,164
6093,159
6094,212
6095,78
6096,212
6097,302
6098,23
6099,211
6100,22
6101,304
6102,22
6102,23
6103,304
6104,79
6105,159
6105,160
6106,78
6107,79
6107,80
6108,79
6108,80
6109,302
6110,302
6111,303
6112,211
6113,79
6113,80
6114,79
6114,80
6115,79
6115,80
6116,80
6117,80
6118,22
6118,23
6119,305
6120,302
6121,22
6121,23
6122,79
6123,303
6124,79
6124,80
6125,79
6125,80
6126,303
6127,303
6128,303
6129,212
6130,212
6131,79
6131,80
6132,23
6133,166
6134,78
6135,78
6136,77
6137,79
6137,80
6138,302
6138,303
6139,302
6140,80
6141,80
6142,79
6142,80
6143,78
6144,79
6144,80
6145,160
6146,22
6146,23
6147,159
6148,212
6149,22
6149,23
6150,212
6151,79
6152,79
6152,80
6153,80
6154,79
6154,80
6155,166
6156,212
6157,159
6158,159
6159,302
6160,305
6161,22
6162,22
6162,23
6163,79
6163,80
6164,78
6165,78
6166,160
6167,163
6168,303
6169,22
6169,23
6170,303
6171,160
6172,163
6172,164
6173,22
6174,79
6174,80
6175,23
6176,164
6177,302
6177,303
6178,22
6178,23
6179,165
6180,159
6180,160
6181,23
6182,79
6182,80
6183,159
6183,160
6184,303
6185,163
6186,159
6186,160
6187,159
6187,160
6188,78
6189,22
6190,160
6191,22
6191,23
6192,78
6193,164
6194,302
6194,303
6195,303
6196,23
6197,22
6197,23
6198,22
6199,159
6199,160
6200,165
6201,305
6202,159
6202,160
6203,159
6203,160
6204,79
6204,80
6205,79
6205,80
6206,165
6207,165
6208,303
6209,159
6209,160
6210,22
6210,23
6211,159
6211,160
6212,160
6213,159
6214,78
6215,166
6216,166
6217,303
6218,22
6219,79
6219,80
6220,23
6221,79
6221,80
6222,166
6223,78
6224,163
6225,159
6225,160
6226,164
6227,165
6228,302
6228,303
6229,22
6230,302
6230,303
6231,159
6232,159
6233,78
6234,22
6234,23
6235,163
6236,160
6237,211
6238,164
6239,159
6239,160
6240,211
6241,159
6241,160
6242,166
6243,22
6243,23
6244,305
6245,79
6245,80
6246,79
6246,80
6247,77
6248,302
6248,303
6249,211
6250,211
6251,159
6251,160
6252,159
6252,160
6253,304
6254,160
6255,80
6256,163
6257,22
6257,23
6258,302
6258,303
6259,211
6260,78
6261,22
6262,302
6263,79
6263,80
6264,22
6264,23
6265,78
6266,302
6266,303
6267,159
6267,160
6268,159
6268,160
6269,22
6270,79
6270,80
6271,166
6272,164
6273,302
6273,303
6274,22
6275,22
6276,159
6276,160
6277,159
6277,160
6278,164
6279,160
6280,305
6281,159
6281,160
6282,211
6283,159
6283,160
6284,159
6284,160
6285,211
6286,78
6287,159
6287,160
6288,212
6289,302
6289,303
6290,164
6291,159
6292,159
6292,160
6293,165
6294,80
6295,305
6296,23
6297,79
6297,80
6298,23
6299,166
6300,160
6301,165
6302,305
6303,80
6304,166
6305,80
6306,304
6307,164
6308,22
6309,22
6310,212
6311,302
6311,303
6312,23
6313,166
6314,79
6314,80
6315,79
6316,302
6316,303
6317,302
6317,303
6318,22
6318,23
6319,22
6319,23
6320,302
6320,303
6321,79
6321,80
6322,22
6323,79
6323,80
6324,22
6324,23
6325,79
6325,80
6326,79
6326,80
6327,80
6328,79
6328,80
6329,166
6330,305
6331,211
6331,212
6332,160
6333,302
6333,303
6334,164
6335,211
6336,165
6337,163
6338,79
6339,22
6340,163
6341,79
6341,80
6342,79
6342,80
6343,159
6343,160
6344,159
6345,79
6346,163
6347,23
6348,302
6348,303
6349,302
6349,303
6350,304
6351,79
6351,80
6352,304
6353,22
6354,22
6355,22
6356,22
6357,23
6358,23
6359,211
6360,77
6361,159
6361,160
6362,159
6363,304
6364,79
6364,80
6365,79
6365,80
6366,211
6367,23
6368,79
6368,80
6369,80
6370,78
6371,163
6372,304
6373,304
6374,302
6375,159
6376,305
6377,302
6377,303
6378,305
6379,159
6380,302
6380,303
6381,79
6381,80
6382,166
6383,304
6384,22
6385,165
6385,166
6386,165
6386,166
6387,165
6387,166
6388,304
6389,163
6389,164
6390,77
6391,22
6391,23
6392,165
6393,304
6394,165
6394,166
6395,159
6396,165
6396,166
6397,166
6398,302
6399,302
6399,303
6400,159
6401,165
6401,166
6402,163
6402,164
6403,212
